BGC	GCF	Type	ABC_membrane	ABC_tran	MFS_1	ABC2_membrane	MFS_3	ABC2_membrane_3	FtsX	MacB_PCD	OEP	MatE	MFS_2	MFS_4	TonB_dep_Rec	ACR_tran	
B3009_34	NRPS_194	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3009_36	Lant_114	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3239_8	PKS_I_0	PKS	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3239_16	NRPS_588	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
B3239_18	NRPS_287	NRPS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
B3239_23	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3239_28	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3298_7	sidero_0	sidero	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3298_12	PKS_I_0	PKS	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
B3298_14	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B3298_15	Lant_0	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3298_20	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3298_21	NRPS_388	NRPS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3298_23	Lant_69	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3298_25	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3298_26	Lant_148	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3298_36	TOMM_0	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3350_2	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3350_4	PKS_I_239	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
B3350_8	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B3350_18	TOMM_75	TOMM	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
B3350_10	Lant_147	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3350_11	NRPS_0	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3447_1	NRPS_321	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3447_2	PKS_I_332	PKS	0	2	2	2	0	0	0	0	0	0	0	0	0	0	
B3447_3	NRPS_586	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3447_5	Lant_21	Lant	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
B3447_6	PKS_II_55	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3447_7	NRPS_390	NRPS	0	1	1	0	0	0	2	0	0	0	0	0	0	0	
B3447_13	sidero_43	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
B3447_15	NRPS_48	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3447_41	TOMM_12	TOMM	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3447_17	NRPS_158	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3447_18	NRPS_603	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3447_28	PKS_I_66	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3500_1	PKS_I_0	PKS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
B3500_2	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3500_4	Lant_31	Lant	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
B3500_5	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3500_6	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
B3500_8	Lant_7	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3500_9	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3500_10	PKS_I_147	PKS	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
B3500_37	Phos_9	Phos	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3500_19	sidero_59	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3500_21	PKS_I_177	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3500_23	Lant_0	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3500_24	PKS_I_0	PKS	0	2	2	0	0	0	0	0	0	0	0	0	0	0	
B3500_25	NRPS_232	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3500_27	PKS_I_0	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3500_31	PKS_II_29	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3501_1	PKS_I_329	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3501_3	PKS_I_244	PKS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
B3501_4	NRPS_599	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3501_9	NRPS_420	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_12	PKS_II_0	PKS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
B3501_16	NRPS_85	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3501_17	NRPS_83	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_19	NRPS_469	NRPS	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
B3501_20	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_24	PKS_II_25	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3501_26	NRPS_225	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_27	NRPS_570	NRPS	0	1	0	0	1	0	2	0	0	0	0	0	0	0	
B3501_29	Lant_137	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_31	PKS_I_265	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_32	Lant_140	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_38	NRPS_225	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3501_39	Lant_133	Lant	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3501_42	NRPS_432	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3501_44	NRPS_436	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3501_45	NRPS_583	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3589_2	NRPS_83	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3589_3	Lant_31	Lant	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
B3589_5	PKS_I_279	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3589_40	TOMM_47	TOMM	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B3589_8	PKS_I_129	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3589_10	PKS_II_63	PKS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
B3589_42	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3589_12	NRPS_97	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3589_13	NRPS_302	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3589_15	PKS_I_138	PKS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
B3589_16	Lant_12	Lant	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
B3589_17	PKS_I_61	PKS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3589_23	PKS_II_1	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3589_26	PKS_I_0	PKS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
B3589_32	Lant_106	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3735_2	sidero_29	sidero	0	2	2	0	0	0	0	0	0	0	0	0	0	0	
B3735_7	Lant_147	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3735_31	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B3735_32	TOMM_0	TOMM	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
B3735_19	NRPS_350	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3741_2	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3741_4	NRPS_190	NRPS	0	2	0	1	0	2	0	0	0	0	0	0	0	0	
B3741_12	NRPS_0	NRPS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
B3741_13	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3741_15	NRPS_217	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B3741_17	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3741_19	PKS_I_154	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3741_21	NRPS_272	NRPS	0	1	0	1	0	1	0	0	0	0	0	0	0	0	
B3857_12	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3857_17	NRPS_259	NRPS	0	1	1	0	0	0	2	0	0	0	0	0	0	0	
B3857_21	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B3857_27	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3857_28	PKS_I_256	PKS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
B3897_31	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B3897_7	NRPS_612	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3897_10	NRPS_157	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3897_12	PKS_I_117	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3897_14	PKS_I_253	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3897_15	PKS_I_356	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B3897_16	PKS_II_38	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B3897_24	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B3897_25	PKS_I_198	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B5348_30	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B5348_6	NRPS_612	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5348_9	PKS_I_117	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5348_11	NRPS_157	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
B5348_12	PKS_I_356	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5348_13	PKS_I_253	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5348_19	PKS_II_38	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B5348_25	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B5414_5	NRPS_621	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B5414_7	PKS_I_161	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5414_10	Lant_23	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
B5414_11	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
B5414_12	PKS_I_188	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B5414_15	NRPS_583	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5414_16	sidero_19	sidero	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B5414_18	PKS_I_117	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5414_37	TOMM_26	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
B5414_38	TOMM_85	TOMM	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
B5414_24	Lant_31	Lant	3	5	0	0	0	0	0	0	0	0	0	0	0	0	
B5429_2	PKS_I_332	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
B5429_5	sidero_20	sidero	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B5429_7	PKS_II_6	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
B5429_8	PKS_I_337	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B5429_9	NRPS_490	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
B5429_13	PKS_I_0	PKS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
B5429_14	NRPS_177	NRPS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
B5429_15	TOMM_85	TOMM	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
B5429_16	PKS_I_181	PKS	0	2	0	4	0	0	0	0	0	0	0	0	0	0	
B5429_19	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5429_23	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5429_25	sidero_18	sidero	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
B5429_30	NRPS_163	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
B5429_31	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
B5429_34	NRPS_0	NRPS	0	4	1	0	0	0	0	0	0	0	0	0	0	0	
B8019_1	NRPS_0	NRPS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_224	PKS_I_167	PKS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_223	PKS_I_232	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_222	PKS_I_337	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_221	PKS_I_190	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_220	PKS_I_281	PKS	4	4	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_218	PKS_II_2	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
genbankScreened_215	NRPS_116	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
genbankScreened_213	NRPS_606	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_209	PKS_I_196	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_411	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_451	TOMM_0	TOMM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_410	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_45	PKS_I_177	PKS	0	1	0	0	0	0	2	2	0	0	0	0	0	0	
genbankScreened_361	PKS_I_4	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_150	NRPS_256	NRPS	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
genbankScreened_111	NRPS_130	NRPS	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_96	NRPS_256	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
BCGMEX_6	PKS_I_344	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
BCGMEX_10	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
BCG_6	PKS_I_344	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
BCG_10	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
BN42_5	PKS_I_344	PKS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
BN42_9	PKS_I_274	PKS	0	1	0	1	0	1	0	0	0	0	0	0	0	0	
BN43_6	PKS_I_344	PKS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
BN43_11	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
BN44_7	PKS_I_344	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
BN44_11	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
BN6_3	Lant_142	Lant	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
BN6_6	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
BN6_7	NRPS_249	NRPS	0	1	0	1	1	0	0	0	0	0	0	0	0	0	
BN6_10	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
BN6_14	Lant_6	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
BN6_17	PKS_I_167	PKS	1	1	1	0	1	0	0	0	0	0	0	0	0	0	
BN6_18	NRPS_392	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
BN6_19	PKS_I_0	PKS	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
BN6_21	PKS_I_0	PKS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
BN6_24	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	2	0	0	0	0	
BN6_26	PKS_II_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
BN6_27	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
BN6_29	PKS_I_0	PKS	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
BlinB_3	NRPS_0	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
BlinB_4	NRPS_0	NRPS	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
BlinB_6	Lant_0	Lant	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
BsquM_2	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
C884_2	sidero_32	sidero	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_452	TOMM_51	TOMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_432	PKS_II_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_203	PKS_I_90	PKS	2	2	0	0	1	0	0	0	0	0	0	0	0	0	
genbankScreened_426	PKS_I_331	PKS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_424	PKS_I_225	PKS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_425	NRPS_93	NRPS	1	2	0	0	0	0	2	0	0	0	0	0	0	0	
genbankScreened_420	PKS_II_11	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_422	NRPS_93	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_151	NRPS_93	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_397	NRPS_0	NRPS	1	2	0	0	0	0	0	0	0	0	0	0	1	0	
genbankScreened_409	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_27	PKS_II_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_392	PKS_I_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_280	NRPS_256	NRPS	0	1	3	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_396	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
genbankScreened_368	PKS_I_0	PKS	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
genbankScreened_380	NRPS_490	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
genbankScreened_378	PKS_II_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_371	PKS_I_4	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_340	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_308	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
genbankScreened_16	NRPS_155	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
CCAS_4	Lant_0	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
CCAS_5	NRPS_0	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC5079_5	PKS_I_344	PKS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
CCDC5079_10	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
CCDC5180_5	PKS_I_344	PKS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
CCDC5180_9	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
CD241_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CD31A_3	NRPS_572	NRPS	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
CD31A_4	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDB402_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDB402_2	NRPS_572	NRPS	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
CDBH8_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDC7B_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDC7B_3	NRPS_572	NRPS	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
CDCE8392_4	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDCE8392_1	NRPS_572	NRPS	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
CDCE8392_2	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDHC01_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDHC02_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDHC02_2	Lant_86	Lant	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
CDHC02_5	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDHC03_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDHC03_2	Lant_86	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
CDHC03_4	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDHC04_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDHC04_2	Lant_86	Lant	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
CDHC04_5	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDPW8_3	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CDVA01_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CDVA01_2	Lant_86	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
CDVA01_5	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
CMM_1	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
CMM_2	Lant_0	Lant	0	1	0	0	0	0	1	1	0	0	0	0	0	0	
CMM_5	Lant_0	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CMM_8	TOMM_0	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CMS_3	Lant_0	Lant	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CORMATOL_1	sidero_0	sidero	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
CORMATOL_7	Lant_112	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
CRES_1	sidero_0	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
CULC0102_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CULC22_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CULC22_2	TOMM_0	TOMM	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
CVAR_1	PKS_I_275	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Caci_3	sidero_0	sidero	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
Caci_9	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Caci_12	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Caci_15	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Caci_16	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Caci_18	Lant_6	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Caci_20	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Caci_27	PKS_I_368	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Caci_28	Lant_0	Lant	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
Celf_2	sidero_0	sidero	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Celgi_1	PKS_I_0	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Cp1002_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp106_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp162_2	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp258_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp267_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp316_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp31_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp3995_2	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Cp4202_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CpC231_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CpCIP5297_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CpI19_1	sidero_16	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CpP54B96_2	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
CpPAT10_1	sidero_0	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
D522_1	NRPS_500	NRPS	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
D806_1	NRPS_365	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
D806_9	NRPS_548	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
D806_11	PKS_I_290	PKS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
D806_12	PKS_II_0	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
DIP_1	sidero_13	sidero	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
DIP_2	Lant_0	Lant	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
DIP_6	TOMM_0	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
DIP_4	PKS_I_270	PKS	4	8	2	0	0	0	0	0	0	0	0	0	0	0	
Dali7_5	sidero_0	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
E11_1	Lant_0	Lant	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
