BGC	macb	mfs4	tonb_rec	mfs	mfs5	abc_mem	abc_mem2	mfs2	abc_mem3	abc_cdc	abc_tran	mfs3	
BGC0001255	0	0	0	2	0	0	0	0	0	0	0	0	
BGC0001484	0	0	0	1	0	2	0	0	0	0	2	0	
BGC0001305	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000947	0	0	2	2	0	0	0	0	0	0	1	0	
BGC0001768	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000338	0	0	0	2	0	1	0	0	0	0	2	0	
BGC0000758	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000406	0	0	0	3	0	0	0	0	0	0	0	0	
BGC0001399	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000946	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000703	0	0	0	2	0	0	0	0	0	0	7	0	
BGC0000846	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001445	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000372	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001040	0	0	0	2	0	0	0	0	0	0	1	0	
BGC0001373	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001476	0	0	0	2	0	0	0	0	0	0	0	0	
BGC0000343	0	0	0	2	0	0	0	0	0	0	0	0	
BGC0001381	0	0	0	1	0	0	2	0	1	0	1	0	
BGC0000336	0	0	0	2	0	3	1	0	1	0	6	0	
BGC0001735	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000807	0	0	0	2	0	0	1	0	0	0	1	0	
BGC0000882	0	0	0	2	0	0	0	0	0	0	2	0	
BGC0001387	0	0	0	2	0	0	0	0	0	0	0	0	
BGC0001720	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000247	0	0	0	1	0	0	1	0	1	0	1	0	
BGC0001713	0	0	1	2	0	0	0	0	0	0	0	0	
BGC0001118	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001278	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000937	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001739	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000355	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000903	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001522	0	0	0	2	0	0	1	0	1	0	3	0	
BGC0000266	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000930	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000337	0	0	0	1	0	2	0	0	0	0	2	0	
BGC0001498	0	0	1	1	0	0	0	0	0	0	1	0	
BGC0001515	0	0	0	1	0	1	0	0	0	0	2	0	
BGC0001811	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000280	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000292	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000200	0	0	0	1	0	0	1	0	1	0	1	0	
BGC0001059	0	0	0	1	0	0	0	0	0	0	1	0	
BGC0000877	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000939	0	0	1	1	0	0	0	0	0	0	1	0	
BGC0001408	0	0	1	1	0	0	0	0	0	0	0	0	
BGC0000279	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001277	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001827	0	0	0	1	0	0	2	0	0	1	2	0	
BGC0000060	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000375	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000395	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001057	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000722	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000883	0	0	0	2	0	0	0	0	0	0	0	0	
BGC0000723	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001044	0	0	0	1	0	2	0	0	0	0	2	0	
BGC0000888	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000719	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000627	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001610	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000966	0	0	0	1	0	2	0	0	0	0	2	0	
BGC0001499	0	0	1	1	0	0	0	0	0	0	0	0	
BGC0000874	0	0	0	1	0	0	0	0	0	0	1	0	
BGC0000702	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000720	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000721	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001531	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001259	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001272	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001679	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000818	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001306	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001800	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0000585	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001537	0	0	0	1	0	0	0	0	0	0	0	0	
BGC0001519	0	0	0	1	0	0	1	0	1	0	1	0	
BGC0001189	0	0	1	0	0	0	0	0	0	0	1	0	
BGC0000424	0	0	2	0	0	0	0	0	0	0	1	0	
BGC0000330	0	0	1	0	0	1	0	0	0	0	1	0	
BGC0001721	0	0	1	0	0	0	0	0	0	0	2	0	
BGC0001014	0	0	1	0	0	2	0	0	0	0	2	0	
BGC0000768	0	0	1	0	0	1	0	0	0	0	1	0	
BGC0000862	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0000573	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0001412	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0001786	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0000294	0	0	1	0	0	2	0	0	0	0	3	0	
BGC0000577	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0000460	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0000461	0	0	1	0	0	1	0	0	0	0	1	0	
BGC0001657	0	0	1	0	0	1	0	0	0	0	1	0	
BGC0000576	0	0	1	0	0	0	0	0	0	0	0	0	
BGC0001508	0	0	0	0	0	0	2	0	0	1	2	0	
BGC0000794	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001674	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001779	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001660	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000439	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000379	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000579	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000429	0	0	0	0	0	0	2	0	2	0	1	0	
BGC0001773	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000198	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000128	0	0	0	0	0	0	2	0	2	0	2	0	
BGC0000333	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001447	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000415	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000296	0	0	0	0	0	0	2	0	2	0	3	0	
BGC0000450	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001228	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000782	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000785	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000503	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000210	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000127	0	0	0	0	0	0	2	0	2	0	2	0	
BGC0001579	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001359	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001620	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001763	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001655	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000783	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001448	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000544	0	0	0	0	0	0	1	0	1	0	3	0	
BGC0001226	0	0	0	0	0	0	2	0	2	0	2	0	
BGC0000034	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000061	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000434	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000736	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001159	0	0	0	0	0	0	2	0	1	0	1	0	
BGC0000191	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001684	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000212	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000774	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001060	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001297	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000605	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001061	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000256	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000563	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001409	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000529	0	0	0	0	0	0	1	0	1	0	3	0	
BGC0000734	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000042	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001170	0	0	0	0	0	0	2	0	2	0	1	0	
BGC0000151	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001074	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001658	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000564	0	0	0	0	0	0	2	0	2	0	1	0	
BGC0000795	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001452	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000735	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001623	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001558	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001568	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0001619	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000299	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000314	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000053	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001582	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000199	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000569	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000078	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000796	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000880	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000998	0	0	0	0	0	0	2	0	0	0	1	0	
BGC0000026	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001173	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000838	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001036	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001130	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000566	0	0	0	0	0	0	2	0	2	0	1	0	
BGC0001117	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000362	0	0	0	0	0	0	2	0	2	0	1	0	
BGC0000634	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000643	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0001607	0	0	0	0	0	0	1	0	1	0	1	0	
BGC0000052	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001581	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001540	0	0	0	0	0	0	1	0	1	0	2	0	
BGC0000792	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000651	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000775	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0001171	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000772	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000367	0	0	0	0	0	0	1	0	0	0	1	0	
BGC0000509	0	0	0	0	0	1	1	0	0	0	1	0	
BGC0000321	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001820	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001821	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001274	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001565	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001636	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001076	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000347	0	0	0	0	0	2	0	0	0	0	4	0	
BGC0000875	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001111	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000872	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001402	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001830	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000019	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001214	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001812	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000932	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001362	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001100	0	0	0	0	0	0	0	0	0	0	4	0	
BGC0000612	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001133	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000085	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001371	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001035	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001585	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001358	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001051	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001116	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001120	0	0	0	0	0	0	0	0	0	0	4	0	
BGC0001606	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000062	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000063	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000535	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000538	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000502	0	0	0	0	0	1	0	0	1	0	2	0	
BGC0000536	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001407	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000517	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000500	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001391	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000408	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001153	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001289	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000381	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001192	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001210	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001727	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001715	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0000560	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000516	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000403	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000571	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000400	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000497	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000552	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000527	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001229	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000515	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001393	0	0	0	0	0	0	0	0	1	0	2	0	
BGC0000708	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0001789	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000504	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000554	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001005	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000449	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000511	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000549	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000626	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000542	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000433	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000289	0	0	0	0	0	1	0	0	0	0	3	0	
BGC0000506	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000322	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001460	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000559	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001009	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001010	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001462	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000543	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000584	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001311	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000556	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000537	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001356	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000540	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000327	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001645	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001701	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000311	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001459	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000589	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000587	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000541	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0001207	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000616	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000455	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000601	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001461	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001526	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001233	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000934	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000588	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001364	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000135	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000274	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001147	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000590	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001525	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000709	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000710	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000711	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000340	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001178	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000288	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000533	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000287	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000410	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0001801	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000713	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000693	0	0	0	0	0	2	0	0	0	0	1	0	
BGC0000290	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000624	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001496	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000802	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000521	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000692	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001549	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000315	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001511	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000712	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000418	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000419	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000699	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0000578	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000586	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000325	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0001370	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000530	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000341	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000498	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000440	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000441	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000619	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001602	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001388	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001418	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000575	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001765	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000548	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000310	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001693	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000561	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000797	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001176	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000495	0	0	0	0	0	0	0	0	0	0	2	0	
BGC0000623	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001419	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000801	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000108	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000002	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000916	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000617	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000945	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000423	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0001787	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000545	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001490	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000967	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000539	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000759	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001634	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000555	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000526	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000115	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001553	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000324	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000366	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000973	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0000015	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001551	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001413	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001709	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000547	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001058	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001767	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001640	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000523	0	0	0	0	0	1	0	0	1	0	2	0	
BGC0001421	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001618	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001425	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001426	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001427	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001292	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001422	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001424	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001764	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001491	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001428	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000557	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001788	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000326	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001423	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000600	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001188	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001532	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001395	0	0	0	0	0	2	0	0	0	0	3	0	
BGC0000581	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000690	0	0	0	0	0	2	0	0	0	0	1	0	
BGC0000528	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000116	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000141	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001550	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000360	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001552	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000320	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000214	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001127	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000243	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001639	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000464	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001711	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000412	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001406	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000558	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001524	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000599	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001752	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000496	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000514	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001211	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0000691	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000724	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001327	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001328	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000519	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0000513	0	0	0	0	0	1	0	0	0	0	2	0	
BGC0001494	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001048	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001514	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000486	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0001379	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001363	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001754	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0000489	0	0	0	0	0	0	0	0	0	0	1	0	
BGC0000432	0	0	0	0	0	2	0	0	0	0	2	0	
BGC0001716	0	0	0	0	0	1	0	0	0	0	1	0	
BGC0001630	0	0	0	0	0	0	0	0	0	0	1	0	
